	IDRegent	Geslachtsnaam	Tussenvoegsel	IDAdellijkeTitel	IDAcademischeTitel	Voornaam	Adel	Adelspredikaat	Heerlijkheid	Heerlijkheid2	Geboortejaar	OnbepaaldGeboortedatum	Overlijdensjaar	OnbepaaldOverlijdensdatum	Opmerkingen	Periode	overlijdensdag	overlijdensmaand	Opmerkingen2
362	868	Jeltinga	van	1	1	Schelto	1					0		0		9			
363	869	Wygara		1	1	Sijbrandus	0					0		0		9			
364	870	IJlst		1	1	Haijo	0					0		0		9			
365	871	Loo	van	1	1	Arent	1					0		0	Persoonsgegevens: in M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) 265-266 komen meerdere personen met deze naam voor, zonder dat duidelijk is welke de hier bedoelde is.	9			
366	874	Viglius		1	1	Otto	0					0		0		9			
367	876	Schurmans	van	1	1	Frederik	0					0	1721	0		9			Persoonsgegevens: overleden vóór 5 december.
368	878	Tempel	van den	1	1	Johan	0					0		0		9			
369	880	Glinstra	van	1	1	Epeus	0					0		0	Persoonsgegevens: wordt genoemd in M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 258 en II, 174, maar zonder leefjaren.	9			
370	883	Vierssen	van	1	1	Assuerus	0				1677.0	0	1713	0	Persoonsgegevens: het is onzeker of deze persoon gecommitteerde in de Generaliteits-Rekenkamer was; De Haan Hettema I, 332 en Wapenheraut 11 (1907) 402 noemen een naamgenoot, geboren in 1666.	9			
371	884	Mattheus		1	1	Bernardus	0					0		0		9			
372	886	Vierssen	van	1	4	IJsbrand	0				1632.0	0		0	"Persoonsgegevens: wordt genoemd in M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 330 en II, 219, maar zonder leefjaren.
Overig: was pensionaris van Leeuwarden."	9			
373	895	Osinga		1	1	Jancke	1					0		0	"Persoonsgegevens: wordt genoemd in M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 284 en II, 193, maar zonder leefjaren.
Overig: was grietman van Wonseradeel 1580-1596."	9			
374	896	Hettinga	van	1	1	Anthony	0					0		0	Persoonsgegevens: in M. de Haan Hettema, en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 206 en II, 139 en 141 worden twee personen genoemd met deze naam, die in dezelfde periode leefden, en beide gecommitteerde in de Admiraliteit in Friesland zijn geweest. Welke van de twee het hier betreft is niet duidelijk.	9			
375	901	Frisius		1	1	C.F.	0					0		0		9			
376	902	Fenema		1	3	Abraham	0					0		0	Persoonsgegevens: mogelijk promotie in de rechten, dus 'mr.'.	9			
377	904	Aukes		1	1	Tijmen	0					0	1748	0		9			Persoonsgegevens: overleden vóór 6 maart (mogelijk eind 1747).
378	908	Hixenius		1	1	J.	0					0		0		9			
379	912	Wijdenbrugh	van	1	4	Ernst Willem	0					0	1788	0	Overig: was grietman van Hemelumer Oldeferd 1765-1779.	9		9.0	
380	914	Beyma	van	1	1	Julius Matthijs	0				1727.0	0	1808	0	Persoonsgegevens: Haagsma geeft afwijkende overlijdensdatum 19 juli 1801 in plaats van 8 februari 1808. Haagsma en Smits geven geslachtsnaam 'Beyma thoe Kingma', maar de laatste toevoeging wordt blijkens De Haan Hettema pas door een latere naamgenoot gevoerd.	9	8.0	2.0	
381	918	Cornelisz.		1	1	S.	0					0		0		9			
382	920	Oosterzee	van	1	1	Cyprianus	0					0		0	Overig: was grietman van Lemsterland 1635-1641.	9			
383	921	Copius		1	1	Arnoldus	0					0		0		9			
384	922	Schotanus à Sterringa		1	1	H.	0					0	1678	0		9			
385	924	Eppinga		1	1	Sjoerd	0					0		0		9			
386	927	Comans		1	1	P.	0					0		0		9			
387	930	Hixenius		1	1	J.	0					0		0		9			
388	936	Simonides	van	1	1	Otto	0					0		0		9			
389	938	Teijens		1	1		0					0		0		9			
390	933	Volmachten van Leeuwarden		1	1		0					0		0	Overig: aan wie het ambt werd begeven is niet bekend.	9			
391	7	Scheltinga		1	1	Schelte	0					0	1517	1	"Persoonsgegevens: overleden in of vóór 1517.
Overig: was grietman van Dantumadeel, Achtkarspelen en Kollumerland."	9			
392	939	Gravius		1	1	B.	0					0		0		9			
393	943	Sijdses		1	1	Jan	0					0		0		9			
394	947	Riemersma		1	1	Frans	0					0		0		9			
395	958	Douma	van	1	1	Bartholt	1					0	1678	0	Overig: was grietman van Ferwerderadeel 1649-1678.	9	22.0	3.0	Persoonsgegevens: overlijden mogelijk 27 maart.
396	960	Strigelius		1	1		0					0		0		9			
397	962	Ids		1	1	Jancke	0					0		0		9			
398	963	Schotanus		1	1	Tedgerus Ruardi	0					0		0		9			
399	964	Hartsma		1	1	Meijert Meijerts	0					0		0		9			
400	965	Laquaert		1	1	Fonger	0					0		0		9			
401	966	Rispens	van	1	1	Johannes	0					0		0	Persoonsgegevens: M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) 303, noemt twee tijdgenoten met deze naam, waarbij echter niet duidelijk is welke van hen gecommitteerde in de Provinciale Rekenkamer is geweest.	9			
402	967	Tadema		1	1	Benne	0					0		0		9			
403	8	Obbema		1	1	Tako	0					0	1515	0		9			
404	972	Mellema		1	1	Lieuwe	0					0		0	Persoonsgegevens: de voornaam is onzeker.	9			
405	973	Jaersma	van	1	1	Sipcke	0					0		0	Persoonsgegevens: wordt genoemd in aan M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 229 en II, 155, maar zonder leefjaren.	9			
406	974	Hernes		1	1	Johannes	0					0		0		9			
407	976	Ockema		1	1	Enne Aggesz.	0					0		0		9			
408	977	Folckerts		1	1	Claes	0					0		0		9			
409	978	Atzesz.		1	1	Jelle	0					0		0		9			
410	1003	Elgersma		1	1	N.	0					0		0		9			
411	1008	Lycklama à Nijeholt		1	4	Tinco Martinus	1	jonkheer			1766.0	0	1844	0	"Adelspredicaat: 1817.
Overig: was grietman van Oost-Stellingwerf 1788-1790 en van Utingeradeel 1790-1795."	9	20.0	2.0	
412	1009	Dekema	Botnia van	1	1	Sixtus Julius	0					0		0	Persoonsgegevens: wordt genoemd in M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 90 en II, 58, maar zonder leefjaren.	9			
413	1024	Hania	van	1	1	Tiete	0				1605.0	0		0		9			
414	979	Sickes		1	1	Dije	0					0		0		9			
415	988	Burenstins	van	1	1	Hector	0					0		0		9			
416	989	Boer	de	1	1	Anne Hobbesz.	0					0	1728	0		9			
417	991	Albarda		1	1	B.	0					0		0		9			
418	995	Roorda		1	1		1					0		0	Persoonsgegevens: mogelijk identiek aan Johan van Roorda, M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 313 en II, 210; aldaar echter rekenmeester van Friesland genoemd in plaats van secretaris van de rekenkamer.	9			
419	996	Hettinga	van	1	1	Sibrandus	0					0		0	Persoonsgegevens: waarschijnlijk de persoon in M. de Haan Hettema, en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 206 (negende generatie) die in II, 141 commies van de financiën in Friesland wordt genoemd.	9			
420	1031	Beuma	van	1	1	Sixtus Mensones	0					0		0		9			
421	1035	Pytters		1	1	Sibrant	0					0	1735	0		9			
422	1042	Banga		1	3	Pierius	0					0		0	Persoonsgegevens: mogelijk promotie in de rechten, dus 'mr.'.	9			
423	1050	Gemmenich	van	1	3	Paulus Jacob	0					0	1687	1	"Persoonsgegevens: overleden vóór 28 maart 1687 (mogelijk eind 1686). Het is niet zeker of de extraordinaris gedeputeerde ter Staten-Generaal identiek is aan de secretaris van de Admiraliteit in Friesland. Van de eerste is alleen bekend dat hij 'P. de Ghemmenich' heette. Mogelijk promotie in de rechten, dus 'mr.'.
Overig: Smits meent dat Van Gemmenich tevens advocaat-fiscaal van de admiraliteit in Friesland was; er werd echter alleen een commissie als secretaris van dat college aangetroffen."	9			
424	1057	Simens		1	1	Bincke	0					0	1728	0	Overig: werd benoemd tot gecommitteerde in de Admiraliteit in Friesland voor de periode mei 1728 tot mei 1729, maar overleed vóór zittingname.	9			Persoonsgegevens: overleden vóór 19 mei.
425	1015	Aylva	van	1	1	Hans Willem	1				1695.0	0	1722	0	Overig: was grietman van Westdongeradeel 1712-1722.	9	15.0	2.0	
426	1093	Gongrijp		1	1	Hanso Godefridus	0					0		0		9			
427	1094	Rispens	van	1	3	Gerlacius	0					0		0		9			
428	1098	Jacobsz.		1	1	Jacob	0					0	1638	0	Persoonsgegevens: overleden vóór 21 oktober 1638 (mogelijk in een eerder jaar).	9			
429	1099	Renneman		1	3	Johannes	0					0		0	Persoonsgegevens: overleden vóór 1659, waarschijnlijk in 1654, wanneer hij wordt opgevolgd als advocaat-fiscaal van de Admiraliteit in Friesland. Was ten tijde van zijn benoeming tot advocaat-fiscaal van de Admiraliteit in Friesland assessor van het krijgsgerecht van Stad en Lande van Groningen.	9			
430	1100	Aitsma	van	1	3	Schelto Meijnardsz.	0					0		0		9			
431	1101	Runnia	van	1	1	Johan	0					0		0	Persoonsgegevens: wordt door E. Smits, De Friesche admiraliteit boven water (Dokkum 1996), 'Runtvleesch' genoemd. Mogelijk identiek aan de persoon genoemd in O. Vries e.a., De heeren van den raede. Biografieën en groepsportret van de raadsheren van het hof van Friesland, 1499-1811 (Hilversum 1999) 270.	9			
432	1102	Runia		1	1	Claes Jansz.	0					0		0		9			
433	1104	Baard		1	1	Sijbrand	0					0		0		9			
434	572	Aylva	van	3	4	Hans Willem	1		Waardenburg	Neerijnen, Warmenhuizen, Schoorldam, Krabbendam	1751.0	0	1827	0	"Persoonsgegevens: Gabriëls en De Nederlandsche Leeuw geven jaar van overlijden 1823.
Adelspredicaat: 1814/adelstitel: 1822.
Buitenlandse adelstitel: baron H.R.R.
Heerlijkheden: verwerving Waardenburg en Neerijnen 1773.
Overig: volgens Raad van State 450 jaar 'lid generaliteitsrekenkamer van Friesland 1782-1783', moet zijn 'lid Generaliteits Rekenkamer'.
Was grietman van 't Bildt 1780-1788 en van Baarderadeel 1788-1795."	9	29.0	12.0	
435	1106	Adius		1	3	Adgerus	0					0		0	Persoonsgegevens: waarschijnlijk identiek aan de persoon in M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 92 en II, 59. Bekleedde mogelijk nog enkele andere functies, die in deze database echter bij zijn gelijknamige neef geplaatst zijn.	9			
436	1110	Nauta		1	1	Duco	0					0		0	Overig: E. Smits, De Friesche admiraliteit boven water 2 delen (Dokkum 1996) geeft nog benoeming van een gelijknamig persoon tot ontvanger-generaal van de Admiraliteit in Friesland in 1707, maar dat moet onjuist zijn, omdat dat ambt op dat moment door Alexander Wiedenburg werd bekleed.	9			
437	1112	Wiedenburg		1	3	Alexander	0					0		0	Persoonsgegevens: overleden vóór 1728. Mogelijk promotie in de rechten, dus 'mr.'.	9			
438	1114	Wiedenburg		1	1	Sicco	0					0	1720	0		9			
439	1144	Geertsz.		1	1	Joachim	0					0		0		9			
440	1145	Gerbrantsz.		1	1	Jacob	0					0		0		9			
441	9	Poppingawier		1	1	Petrus	0				1452.0	1	1501	0		9			
442	1115	Keth	de	1	1	Jan	0					0		0		9			
443	1117	Wiedenburg	van	1	1	Pieter Beerent	0					0	1764	0		9		9.0	
444	10	Heronis		1	1	Benedictus	0					0		0		9			
445	1131	Barnda		1	1	Willem	0					0		0	Overig: uit Groningen.	9			
446	854	Aylva	van	1	1	Sicco Douwe	1				1734.0	0	1807	0	"Buitenlandse adelstitel: baron H.R.R.
Overig: was grietman van Westdongeradeel 1780-1789."	9		4.0	
447	1138	Jansz.		1	1	Hans	0					0		0		9			
448	1143	Pietersz.		1	1	Gerryt	0					0		0		9			
449	1146	Jochems		1	1	Jouke	0					0		0	Overig: was grietman van Smallingerland vanaf 1617.	9			
450	1147	Aysma		1	1	Tijmen Fransz.	1					0		0		9			
451	1148	Cornelisz.		1	1	Broer	0					0		0		9			
452	1149	Jansz.		1	1	Hendrick	0					0		0		9			
453	1150	Wijgers		1	1	Gabbe	0					0		0		9			
454	1151	Fenstra		1	1	Rievert Eelckesz.	0					0		0		9			
455	1152	Scheltinga		1	1	Bocke Seerpsz.	0					0		0		9			
456	1153	Bants		1	1	Ruurt	0					0		0	Persoonsgegevens: wordt genoemd in M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 289 en II, 197, maar zonder leefjaren.	9			
457	1154	Cornelisz.		1	1	Jacob	0					0		0		9			
458	1155	Lycklama		1	1	Rintje	0					0		0		9			
459	1156	Kingma		1	1	Saeckle	0					0		0		9			
460	1157	Bonnes		1	1	Marck	0					0		0		9			
461	1158	Riencks		1	1	Joachim	0					0		0		9			
462	1159	Bootsma	van	1	1	Jan	1					0		0		9			
463	1160	Swaga		1	1	Tjerck Ulckesz.	0					0		0	"Persoonsgegevens: wordt genoemd in M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 251 en II, 171, maar zonder leefjaren.
Overig: was bijzitter van Doniawerstal."	9			
464	11	Anne		1	1		0					0		0		9			
465	805	Sybesz.		1	1	Jelle	0					0		0		9			
466	392	Eysinga	van	1	1	Aede	1				1600.0	1	1636	0	Overig: was grietman van Leeuwarderadeel 1634-1635.	9	30.0	12.0	
467	93	Frittema	van	1	4	Pieter	0					0	1589	0		9	5.0	6.0	
468	116	Godefridi		1	4	Georgien	0					0	1595	0		9	18.0	2.0	
469	117	Mockema	van	1	1	Syds	0					0	1595	0		9	11.0	2.0	
470	115	Wijckel		1	4	Tjalling	0					0	1596	1		9			
471	1139	Sierksma		1	1	Rembert	0					0	1600	0		9	24.0	1.0	
472	107	Axonius		1	1	Joachim	0					0	1605	0		9	25.0	8.0	
473	113	Grovestins	van	1	1	Foppe	1					0	1607	0		9	28.0	5.0	
474	99	Westendorp		1	4	Gregorius	0					0	1608	0		9	3.0	7.0	
475	125	Meynsma		1	4	Benne	0					0	1612	1		9			
476	1120	Herbayus		1	4	Thomas	0					0	1613	0		9			
477	100	Nicolai		1	4	Nicolaus	0					0	1616	0		9	13.0	3.0	
478	949	Aebinga van Humalda		1	1	Sjuck	0					0	1679	0		9	19.0	4.0	
479	251	Blocq	de	1	1	Daniël	0					0	1617	0		9	7.0	7.0	
480	1080	Aijsma		1	1	Auco	0					0	1625	0		9			
481	106	Sucquet		1	1	Anton	0					0	1626	0		9		2.0	
482	273	Agricola		1	1	Jo(h)annes	0					0		0	Overig: was grietman van Engwirden 1593-1605.	9			
483	124	Hania		1	4	Suffridus	0					0	1630	0		9	7.0	4.0	
484	144	Nauta		1	4	Gajus	0					0	1645	0		9	19.0	10.0	
485	1085	Inthiema	van	1	1	Frederik	0					0	1652	0		9			
486	1046	Claasz.		1	1	Dirk	0					0	1652	0		9			
487	1122	Geldorpius		1	4	Wibrandus	0					0	1659	0		9	22.0	6.0	
488	256	Boelens	van	1	4	Sjoert	0					0	1692	0		9			
489	1086	Inthiema	van	1	1	Frederik	0					0	1697	0		9			
490	1041	Portz		1	1	W.H.	0					0	1726	0		9		4.0	
491	1082	Huber		1	1	Ulric Jan	0				1700.0	0	1727	0		9	18.0	9.0	
492	881	Glinstra	van	1	1	Oene Frederick	0				1682.0	0	173?	0		9			
493	885	Glinstra	van	1	1	Hector	0				1700.0	1	1764	0		9	23.0	5.0	
494	910	Ramaker		1	4	Pieter Willem	0				1700.0	0	1778	0		9			
495	1126	Bourboom		1	4	Petrus	0					0	1780	0		9		11.0	
496	1127	Wigeri		1	4	Elias	0					0	1791	0		9		4.0	
497	52	Alphen	van	1	4	Frans Woutersz.	0				1489.0	1	1539	0		9	18.0	1.0	
498	293	Aylva	van	3	1	Cornelis	1		Waardenburg	Neerijnen	1684.0	0	1745	0	"Heerlijkheden: bezit 1701-1707 en 1743-1745.
Overig: was grietman van Wonseradeel 1701-1745."	9	23.0	11.0	
499	280	Amama	van	1	1	Jan	0					0		0	Persoonsgegevens: in M. De Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 21-22, worden twee personen met deze naam vermeld, zonder dat duidelijk is welke van de twee de hier genoemde is.	9			
500	229	Brantsma		1	4	Petrus	0				1751.0	0	1788	0	Persoonsgegevens: overlijden mogelijk 16 december.	9	15.0	12.0	
501	13	Martena		1	1	Hessel	0				1460.0	1	1517	0	Overig: was grietman van Franekeradeel 1505-1508 en van Menaldumadeel 1508-1517.	9			
502	14	Hottinga		1	1	Jarich	1					0	1500	0		9			
503	15	Witzleben	von	1	4	Dietrich	0					0	1531	0		9			
504	17	Schenk van Tautenburg		1	1	Hans	0					0	1530	0		9			
505	18	Hottinga		1	1	Hera	1					0	1502	0		9			
506	308	Aylva	van	3	1	Tjaerd	1		Waardenburg	Neerijnen	1712.0	0	1757	0	"Heerlijkheden: bezit 1745-1751.
Overig: was grietman van Baarderadeel 1734-1747 en Wonseradeel 1747-1757."	9	11.0	9.0	
507	20	Valck		1	1	Pieter	0					0	1507	0	Persoonsgegevens: het jaar van overlijden is onzeker; zou in 1513 nog pensioen hebben ontvangen.	9			
508	21	Sybrants		1	4	Ulfert	0					0	1536	0		9			
509	22	Bünau	von	1	1	Günther	0					0	1539	0		9			
510	23	Waldburg	von	1	1	Wilhelm Truchsess	0				1469.0	0	1557	0		9	17.0	3.0	
511	532	Aylva	van	1	1	Hobbe Esaias	1		Ameland		1645.0	0	1692	0	Overig: was grietman van Oostdongeradeel 1675-1692.	9	7.0	5.0	
512	25	Cuppener		1	4	Christof	0				1466.0	1	1511	0		9			
513	746	Aylva	van	1	1	Tjaert	1					0	1628	0	Overig: was grietman van Dantumadeel 1601-1628.	9	23.0	2.0	
514	28	König		1	4	Kilian	0				1470.0	1	1526	0		9	26.0	1.0	
515	29	Lüttichau	von	1	1	Seifard	0					0	1524	0		9			
516	30	Minnema		1	1	Frans	0					0	1511	0		9	25.0	12.0	
517	33	Pflug		1	4	Sigmund	0					0	1510	0		9			
518	35	Bobentzen		1	4	Bertholdus	0					0		0	Persoonsgegevens: werd kort na 1510 terechtgesteld.	9			
519	39	Juwinga		1	1	Goslik	0				1476.0	1	1538	0		9	20.0	4.0	
520	40	Martena		1	4	Kempo	0				1487.0	1	1538	0		9	8.0	5.0	
521	43	Herema		1	1	Gerrold	0					0	1538	0		9			
522	46	Baexen	van	1	4	Gijsbert	0					0	1549	0		9	8.0	10.0	
523	47	Elgersma		1	4	Tjaerd	0					0	1537	0		9	16.0	5.0	
524	48	Phirt	van	1	1	Symon	0					0		0		9			
525	50	Wilterstorff	van	1	1	Nyclaes	0					0		0		9			
526	51	Botnia	van	1	1	Juw	1					0	1538	0	Overig: was grietman van Ferwerderadeel 1517-1520.	9	14.0	5.0	
527	53	Waele	de	1	4	Frans	0					0	1538	0		9			
528	54	Dekema		1	4	Jarich	0				1495.0	1	1553	0	Persoonsgegevens: het geboortejaar is onzeker.	9	23.0	4.0	
529	55	Tjaerda		1	4	Syds	0					0	1546	0	Persoonsgegevens: geboren na 1492.	9	13.0	12.0	
530	56	Aylva	van	1	1	Sijtze	1				1481.0	0	1548	0		9	7.0	9.0	
531	59	Bertolf		1	4	Gregorius	0				1484.0	1	1528	0		9	27.0	2.0	
532	60	Nitzen	van der	1	4	Karel	0					0	1569	0		9	23.0	12.0	
533	61	Tetama		1	4	Dominicus	0					0	1528	0		9	12.0	10.0	
534	63	Stavele	van	1	4	Jacob	0					0	1541	0		9	4.0	4.0	
535	64	Loo	van	1	1	Gerrit	1				1495.0	1	1562	0		9	28.0	12.0	
536	66	Sagarus		1	4	Willem	0					0	1538	0		9	2.0	12.0	
537	67	Aerntsma		1	4	Albertus Gisberti	0					0	1541	0		9	31.0	5.0	
538	69	Hattum	van	1	4	Ludolph	0					0	1554	0		9			
539	72	Dekema	van	1	4	Pieter	0				1513.0	1	1568	0		9	17.0	8.0	
